"","X","Y","G","head","foot.l","foot.r","pen","free.k","set.p","corner","fast.break","Xg","Yg"
"1145",14.7,50.1,0,0,0,1,0,0,0,0,0,0.489583333333333,0.465789473684211
"1934",18.6,68.7,0,0,0,1,0,1,0,0,0,0.729166666666667,0.881578947368421
"2678",16.4,60.4,0,0,0,1,0,0,0,0,0,0.333333333333333,0.234210526315789
"120",9.2,59.4,1,0,0,1,0,0,0,0,0,0.1875,0.86578947368421
"3430",15.6,26.4,0,0,0,1,0,0,0,0,0,0.135416666666666,0.75
"3232",15,75.2,0,0,1,0,0,0,0,0,0,0.78125,0.665789473684211
"2973",10.3,58.1,0,0,0,1,0,0,0,0,0,0.229166666666666,0.0842105263157895
"2199",5.09999999999999,43.5,1,0,0,1,0,0,0,1,0,0.666666666666667,0.9
"3377",15.2,62.3,1,0,0,1,0,0,0,0,0,0.135416666666666,0.731578947368421
"3315",24.5,39.3,0,0,0,1,0,0,0,0,1,0.479166666666666,0.515789473684211
"1092",21.6,28.4,0,0,0,1,0,0,0,0,0,0.208333333333333,0.484210526315789
"3318",14.5,63.6,0,0,0,1,0,0,0,0,0,0.4375,0.65
"659",17.1,67.3,0,0,1,0,0,0,0,0,0,0.65625,0.881578947368421
"984",23.4,59.2,0,0,1,0,0,0,0,0,0,0.166666666666666,0.115789473684211
"611",19.7,37.4,0,0,1,0,0,0,0,0,1,0.614583333333334,0.165789473684211
"3339",19.2,51.8,0,0,0,1,0,0,0,0,0,0.541666666666667,0.2
"1253",10,58.9,0,1,0,0,0,0,0,1,0,0.65625,0.534210526315789
"3766",10.5,39.4,0,0,0,1,0,0,0,0,0,0.53125,0.61578947368421
"2033",4.2,45,0,0,0,1,0,0,0,0,0,0.645833333333333,0.0157894736842105
"4011",7.09999999999999,52.8,0,0,0,1,0,0,0,1,0,0.333333333333333,0.85
"3148",20.8,26.1,0,0,1,0,0,0,0,0,0,0.1875,0.781578947368421
"1775",14.5,28.4,0,0,1,0,0,0,0,0,0,0.364583333333334,0.0657894736842105
"2851",12.6,66.2,0,0,1,0,0,0,0,0,0,0.458333333333333,0.0842105263157895
"3478",21.8,49.6,0,0,0,1,0,0,0,0,0,0.447916666666667,0.284210526315789
"2654",7.3,40.4,1,0,0,1,0,0,0,1,0,0.635416666666666,0.465789473684211
"1599",8.2,56.4,1,0,1,0,0,0,1,0,0,0.145833333333333,0.05
"2557",11.8,35.4,0,0,0,1,0,0,0,0,0,0.135416666666666,0.215789473684211
"2539",23.5,57.3,0,0,0,1,0,0,0,0,0,0.0416666666666665,0.1
"232",12,43.3,0,0,0,1,0,0,0,0,0,0.427083333333333,0.55
"1304",19.5,55,0,0,1,0,0,0,0,0,0,0.59375,0.3
"1035",18.9,63.5,0,0,0,1,0,0,0,0,0,0.697916666666667,0.184210526315789
"3772",5.7,66.4,0,0,1,0,0,0,0,0,0,0.208333333333333,0.115789473684211
"833",6.7,59.2,1,1,0,0,0,0,1,0,0,0.114583333333333,0.515789473684211
"1783",14.8,52.8,1,0,0,1,0,0,0,0,0,0.0729166666666663,0.484210526315789
"744",8.5,53.3,1,0,1,0,0,0,1,0,0,0.96875,0.665789473684211
"1019",4.8,28.6,1,0,0,1,0,0,0,0,0,0.833333333333334,0.0657894736842105
"2584",20,67.1,0,0,0,1,0,0,0,0,0,0.520833333333334,0.515789473684211
"2066",15,60.4,0,0,1,0,0,0,0,0,0,0.875,0.215789473684211
"815",1.40000000000001,52.4,1,0,1,0,0,0,1,0,0,0.822916666666667,0.05
"2965",2.8,52.3,1,1,0,0,0,0,0,1,0,0.604166666666667,0.534210526315789
"576",11.5,50,1,0,0,1,1,0,0,0,0,0.197916666666667,0.0157894736842105
"1305",3.59999999999999,43.5,0,0,0,1,0,0,0,0,0,0.354166666666667,0.134210526315789
"3431",7.5,44.7,1,1,0,0,0,0,0,1,0,0.885416666666667,0.731578947368421
"312",13.3,40.7,0,1,0,0,0,0,1,0,0,0.666666666666667,0.184210526315789
"2703",11,64.5,1,0,1,0,0,0,0,0,0,0.0416666666666665,0.05
"3216",10.8,58.3,0,0,0,1,0,0,0,0,0,0.385416666666666,0.05
"2249",11.5,50,1,0,1,0,1,0,0,0,0,0.104166666666667,0.0342105263157895
"719",14.5,43.5,0,0,0,1,0,0,0,0,0,0.5,0.0657894736842105
"3374",23.8,68.3,1,0,0,1,0,1,0,0,0,0,0.565789473684211
"2045",24.1,34.4,0,0,1,0,0,0,0,0,0,0.0937499999999999,0.115789473684211
"931",8.40000000000001,39.6,1,0,1,0,0,0,0,0,0,0.78125,0.0842105263157895
"3272",10,56.5,1,0,0,1,0,0,0,0,0,0.395833333333333,0.1
"2646",9.8,46.2,1,0,0,1,0,0,0,1,0,0.958333333333333,0.115789473684211
"3229",8.40000000000001,53.2,0,1,0,0,0,0,0,0,0,0.364583333333334,0.86578947368421
"3551",15.5,49.6,0,0,0,1,0,0,1,0,0,0.0729166666666663,0.1
"2941",29.7,17,0,0,1,0,0,0,0,1,0,0.645833333333333,0.284210526315789
"2700",20.6,41.5,0,0,0,1,0,0,0,0,0,0.5,0.05
"3676",12.1,33.1,1,0,0,1,0,0,0,1,0,0.708333333333333,0.15
"4062",10.2,56.8,0,1,0,0,0,0,0,1,0,0.697916666666667,0.75
"2961",13.2,68.1,0,0,0,1,0,0,0,0,0,0.229166666666666,0.35
"271",9.7,38.4,0,0,1,0,0,0,0,0,0,0.197916666666667,0.25
"2100",12.4,38.8,0,0,0,1,0,0,0,0,0,0.71875,0.0842105263157895
"1621",19.2,63.4,0,0,0,1,0,0,0,0,0,0.46875,0.0842105263157895
"3757",3.8,50.4,1,0,0,1,0,0,0,1,0,0.729166666666667,0.484210526315789
"2651",7.3,30.7,0,0,0,1,0,0,0,0,0,0.489583333333333,0.134210526315789
"3196",4.3,53.6,0,0,1,0,0,0,0,1,0,0.729166666666667,0.15
"900",26.7,30.1,0,0,1,0,0,0,0,0,0,0.25,0.134210526315789
"3425",14.2,37.7,0,0,0,1,0,0,0,0,0,0.34375,0.05
"2286",23.6,48.3,0,0,0,1,0,0,0,0,0,0.239583333333333,0.25
"1678",13.8,38.8,1,0,1,0,0,0,0,0,0,0.479166666666666,0.86578947368421
"1527",3.59999999999999,55.4,0,1,0,0,0,0,0,0,0,0.5625,0.515789473684211
"844",13.4,66.6,0,0,1,0,0,0,0,0,0,0.302083333333333,0.0842105263157895
"195",13.9,42.5,1,0,0,1,0,0,0,0,0,0.614583333333334,0.05
"4125",10.1,41.8,0,0,1,0,0,0,0,0,0,0.583333333333333,0.6
"459",10.6,48.7,0,1,0,0,0,0,0,0,0,0.489583333333333,0.384210526315789
"3265",8,49.4,0,1,0,0,0,0,0,0,0,0.65625,0.2
"755",2.09999999999999,43.9,1,0,1,0,0,0,0,0,0,0.8125,0.0342105263157895
"3038",0.299999999999997,99.1,1,0,0,1,0,0,0,1,0,0.666666666666667,0.0842105263157895
"321",12.3,30.9,0,0,0,1,0,0,0,0,0,0.604166666666667,0.234210526315789
"656",5.59999999999999,70.5,0,0,0,1,0,0,0,0,0,0.65625,0.415789473684211
"2105",3.40000000000001,40.6,1,0,0,1,0,0,0,0,0,0.770833333333334,0.05
"2061",11.5,50,0,0,0,1,1,0,0,0,0,0.895833333333333,0.184210526315789
"118",17.9,27.5,0,0,0,1,0,0,0,0,0,0.375,0.415789473684211
"2244",9.8,55.4,1,1,0,0,0,0,0,0,0,0.0729166666666663,0.565789473684211
"328",4.3,45.5,1,0,0,1,0,0,0,0,0,0.729166666666667,0.434210526315789
"3943",10.8,28.9,0,0,0,1,0,0,0,0,0,0.354166666666667,0.465789473684211
"3762",9.09999999999999,59.4,1,0,1,0,0,0,0,0,0,0.677083333333334,0.665789473684211
"1426",13,67.9,0,0,0,1,0,0,0,1,0,0.75,0.45
"2648",8.5,46.7,0,1,0,0,0,0,0,1,0,0.5,0.1
"1201",7.09999999999999,48,1,0,0,1,0,0,0,0,0,0.895833333333333,0.1
"2894",11.7,54.6,0,0,0,1,0,0,0,0,0,0.822916666666667,0.45
"2515",7.3,52.8,0,1,0,0,0,0,0,1,0,0.739583333333333,0.0657894736842105
"1005",11.5,50,1,0,0,1,1,0,0,0,0,0.937500000000001,0.1
"1554",10,48.9,1,0,0,1,0,0,0,1,0,0.791666666666667,0.7
"882",4.3,43.3,0,1,0,0,0,0,0,1,0,0.177083333333333,0.3
"2653",12.1,23.9,0,0,0,1,0,0,0,0,0,0.125,0.134210526315789
"3156",9.59999999999999,32.9,0,0,0,1,0,0,0,0,0,0.677083333333334,0.15
"16",6.3,66.3,0,0,0,1,0,0,0,0,0,0.395833333333333,0.0842105263157895
"3154",4.5,16.4,0,0,0,1,0,0,0,0,1,0.0104166666666661,0.110526315789474
"3544",9.5,41.9,0,0,0,1,0,0,0,1,0,0.885416666666667,0.134210526315789
"3213",21.6,28.8,0,0,0,1,0,0,0,0,0,0.3125,0.05
"1194",13.2,50.9,0,1,0,0,0,0,0,0,0,0.104166666666667,0.815789473684211
"2164",13.6,65.4,0,0,1,0,0,0,0,0,0,0.708333333333333,0.0657894736842105
"3079",5.09999999999999,34.2,0,1,0,0,0,0,0,1,0,0.5,0.384210526315789
"475",6.7,39.8,1,1,0,0,0,0,0,0,0,0.291666666666667,0.815789473684211
"1548",3.3,53.4,1,0,1,0,0,0,0,0,0,0.5625,0.1
"3187",9.7,45.3,0,1,0,0,0,0,1,0,0,0.520833333333334,0.515789473684211
"2016",8.5,27.4,0,0,1,0,0,0,0,0,0,0.364583333333334,0.534210526315789
"3977",3.8,48.5,1,0,0,1,0,0,0,0,0,0.208333333333333,0.05
"1073",19.3,27.4,0,0,0,1,0,0,0,0,0,0.302083333333333,0.134210526315789
"1659",8,46.2,0,0,0,1,0,0,0,0,1,0.385416666666666,0.1
"4031",6.3,47.8,0,1,0,0,0,0,0,1,0,0.572916666666667,0.765789473684211
"2260",3.09999999999999,42.1,1,0,0,1,0,0,0,1,0,0.0729166666666663,0.584210526315789
"452",3.8,56.5,1,1,0,0,0,0,0,1,0,0.0312499999999997,0.665789473684211
"652",17.5,56.3,0,0,1,0,0,0,0,0,0,0.197916666666667,0.0342105263157895
"287",11.5,50,1,0,0,1,1,0,0,0,0,0.0312499999999997,0.0157894736842105
"3904",10.4,44.6,0,0,1,0,0,0,0,0,0,0.791666666666667,0.484210526315789
"277",12.5,49.8,0,0,0,1,0,0,0,0,0,0.34375,0.334210526315789
"3528",22.9,69.9,1,0,0,1,0,0,0,0,0,0.0833333333333331,0.815789473684211
"3718",11.8,67.4,0,0,0,1,0,0,0,0,0,0.104166666666667,0.110526315789474
"2383",10.1,55.3,0,0,0,1,0,0,0,0,0,0.489583333333333,0.365789473684211
"3560",21.9,50.9,0,0,0,1,0,0,0,0,0,0.635416666666666,0.0157894736842105
"3814",11,47.2,0,1,0,0,0,0,0,0,0,0.46875,0.881578947368421
"3621",8.09999999999999,61.8,0,0,0,1,0,0,0,0,0,0.583333333333333,0.0342105263157895
"3523",3.3,53.8,1,1,0,0,0,0,0,1,0,0.791666666666667,0.7
"995",4.8,39.7,0,1,0,0,0,0,0,0,0,0.458333333333333,0.534210526315789
"252",12.2,45.4,0,1,0,0,0,0,1,0,0,0.84375,0.184210526315789
"698",12.2,39.3,0,1,0,0,0,0,1,0,0,0.208333333333333,0.515789473684211
"3435",8,52.4,1,1,0,0,0,0,0,1,0,0.34375,0.284210526315789
"3110",12.7,55.2,0,1,0,0,0,0,1,0,0,0.333333333333333,0.365789473684211
"963",8.90000000000001,43.9,0,1,0,0,0,0,1,0,0,0.270833333333333,0.415789473684211
"3576",25.7,63,0,0,1,0,0,0,0,0,0,0.583333333333333,0.134210526315789
"1311",14.9,37.8,0,0,0,1,0,0,0,0,0,0.520833333333334,0.45
"305",13.4,46.8,0,0,0,1,0,0,0,0,0,0.552083333333333,0.0657894736842105
"3334",21.1,22.9,0,0,1,0,0,0,0,0,0,0.635416666666666,0.7
"188",10.4,53.7,0,0,1,0,0,0,0,1,0,0.75,0.4
"1968",16.1,38.2,1,0,1,0,0,0,0,0,0,0.96875,0.3
"2143",9.3,45.4,1,1,0,0,0,0,0,0,0,0.114583333333333,0.7
"94",25,55.8,0,0,0,1,0,0,0,0,0,0.927083333333334,0.184210526315789
"690",14.9,46.6,0,0,0,1,0,0,0,0,0,0.28125,0.05
"1609",13.9,60.4,1,0,0,1,0,0,0,0,0,0,0.0157894736842105
"2711",21.6,28.2,0,0,1,0,0,0,0,0,0,0.270833333333333,0.0657894736842105
"3312",19.7,35.3,0,0,1,0,0,0,0,1,0,0.8125,0.731578947368421
"2341",12.2,50.7,1,0,1,0,0,0,0,0,0,0.854166666666667,0.3
"3281",7.59999999999999,41.7,1,0,0,1,0,0,0,0,0,0.291666666666667,0.1
"1060",12.5,46.9,0,1,0,0,0,0,0,0,0,0.302083333333333,0.91578947368421
"716",15.6,27.6,0,0,0,1,0,0,0,0,0,0.197916666666667,0.2
"1529",11.5,50,1,0,0,1,1,0,0,0,0,0.552083333333333,0.434210526315789
"1396",7.40000000000001,40,1,0,0,1,0,0,0,0,0,0.208333333333333,0.284210526315789
"100",14.6,62.5,1,0,0,1,0,0,0,0,0,0.0416666666666665,0.05
"1860",2.8,44.8,1,1,0,0,0,0,0,0,0,0.385416666666666,0.0842105263157895
"2797",8.3,40,0,1,0,0,0,0,0,0,0,0.322916666666666,0.515789473684211
"1637",11.5,50,0,0,0,1,1,0,0,0,0,0.75,0.0657894736842105
"3797",2,50.9,1,1,0,0,0,0,0,0,0,0.364583333333334,0.365789473684211
"1578",11.5,66.4,0,0,0,1,0,0,0,0,0,0.489583333333333,0.284210526315789
"3883",9.3,54,0,0,0,1,0,0,0,0,0,0.458333333333333,0.0657894736842105
"710",14.2,51.3,0,0,1,0,0,0,0,0,0,0.729166666666667,0.334210526315789
"2920",26.1,59.8,0,0,1,0,0,0,0,0,0,0.260416666666667,0.315789473684211
"1341",7.3,47,0,0,0,1,0,0,0,0,0,0.447916666666667,0.415789473684211
"2477",9.09999999999999,43.7,0,0,0,1,0,0,0,1,0,0.614583333333334,0.85
"818",10.6,50.6,1,0,0,1,0,0,0,0,0,0.895833333333333,0.765789473684211
"804",14.8,63,0,0,0,1,0,0,0,0,0,0.770833333333334,0.134210526315789
"88",5.40000000000001,46,1,1,0,0,0,0,0,0,0,0.864583333333334,0.2
"3443",12.8,73.8,1,0,0,1,0,0,0,0,0,0.0729166666666663,0.165789473684211
"1481",10.5,73.4,0,0,1,0,0,0,0,0,0,0.0624999999999994,0.134210526315789
"3610",8.90000000000001,63.9,0,0,1,0,0,0,0,0,0,0.364583333333334,0.1
"2363",10,53,1,0,1,0,0,0,0,0,0,0.65625,0.0342105263157895
"1214",23.8,44.7,0,0,0,1,0,0,0,0,0,0.302083333333333,0.284210526315789
"207",9.09999999999999,51.7,0,1,0,0,0,0,0,0,0,0.0520833333333334,0.365789473684211
"3460",9.2,56.7,1,0,0,1,0,0,0,0,0,0.0104166666666661,0.134210526315789
"2713",27.9,51.8,0,0,1,0,0,0,0,0,0,0.302083333333333,0.0157894736842105
"2108",17.1,65.5,0,0,1,0,0,0,0,0,0,0.0416666666666665,0.05
"2085",5,53.4,0,0,0,1,0,0,0,0,0,0.489583333333333,0.0657894736842105
"2502",11.5,50,1,0,0,1,1,0,0,0,0,0.8125,0.2
"1613",6.8,56.5,1,0,0,1,0,0,0,0,0,0.760416666666667,0.0342105263157895
"3571",8.5,45.2,1,0,0,1,0,0,0,0,0,0.885416666666667,0.115789473684211
"3298",8.3,52.6,1,0,1,0,0,0,0,0,0,0.875,0.115789473684211
"1760",18.6,46.6,0,0,0,1,0,0,0,0,0,0.958333333333333,0.415789473684211
"210",17.7,60.6,0,0,0,1,0,0,0,0,0,0.229166666666666,0.0342105263157895
"3646",22.5,77.4,0,0,0,1,0,0,0,0,0,0.520833333333334,0.91578947368421
"4114",23.7,57.7,0,0,1,0,0,0,0,1,0,0.8125,0.15
"2083",29,38.7,0,0,0,1,0,0,0,1,0,0.46875,0.63421052631579
"2732",4.59999999999999,51.7,1,0,1,0,0,0,0,1,0,0.333333333333333,0.0842105263157895
"3296",15.4,46.8,1,0,1,0,0,0,0,0,0,0.0833333333333331,0.165789473684211
"1464",22.3,39.8,0,0,0,1,0,0,0,0,0,0.6875,0.1
"3938",15.8,41.5,0,0,0,1,0,0,0,0,0,0.71875,0.384210526315789
"1514",12.9,61.7,0,0,1,0,0,0,0,0,0,0.520833333333334,0.805263157894737
"672",9.40000000000001,54.5,1,0,0,1,0,0,0,0,0,0.614583333333334,0.831578947368421
"3549",17.2,26.2,0,0,0,1,0,0,0,0,0,0.84375,0.0657894736842105
"178",11,64.2,1,0,0,1,0,0,1,0,0,0.145833333333333,0.434210526315789
"2145",21,20.9,0,0,0,1,0,0,0,0,0,0.385416666666666,0.7
"891",4.09999999999999,49.9,1,0,0,1,0,0,0,0,0,0.322916666666666,0.365789473684211
"2320",24.9,50.1,1,0,1,0,0,0,0,0,0,0.0624999999999994,0.63421052631579
"1369",27.1,18,0,0,1,0,0,1,0,0,0,0.5625,0.234210526315789
"1257",11.3,69.3,0,0,1,0,0,0,0,0,0,0.3125,0.384210526315789
"3400",11.5,50,1,0,0,1,1,0,0,0,0,0.229166666666666,0.0657894736842105
"269",14.1,67.3,0,0,0,1,0,0,0,0,0,0.53125,0.2
"2005",9,33.7,1,1,0,0,0,0,0,0,0,0.854166666666667,0.165789473684211
"924",15.2,76.1,0,0,0,1,0,0,0,0,0,0.270833333333333,0.584210526315789
"2901",5.5,48.9,1,1,0,0,0,0,0,1,0,0.802083333333333,0.365789473684211
"768",7.59999999999999,40.9,0,0,1,0,0,0,1,0,0,0.760416666666667,0.0657894736842105
"202",32.2,34.2,0,0,0,1,0,0,0,0,0,0.260416666666667,0.6
"2570",21.1,27.5,0,0,0,1,0,0,0,0,0,0.239583333333333,0.05
"472",8.09999999999999,32.5,0,0,0,1,0,0,0,0,0,0.28125,0.434210526315789
"1601",8.40000000000001,29,0,0,0,1,0,0,0,0,1,0.791666666666667,0.0157894736842105
"1062",12.4,46.1,0,0,0,1,0,0,0,0,0,0.385416666666666,0.5
"481",21.4,69,0,0,0,1,0,0,1,0,0,0.114583333333333,0.5
"2425",23.6,21.9,0,0,0,1,0,0,0,0,0,0.354166666666667,0.0157894736842105
"1089",16.4,47,1,0,1,0,0,0,0,0,0,0.260416666666667,0.0342105263157895
"2592",12.3,63,1,0,0,1,0,0,0,0,0,0.0624999999999994,0.1
"3065",15.3,60.9,1,0,1,0,0,0,0,0,0,0.0416666666666665,0.115789473684211
"3787",4.3,40.4,1,0,0,1,0,0,0,0,0,0.145833333333333,0.765789473684211
"1463",26.6,51.7,0,0,0,1,0,0,0,0,0,0.197916666666667,0.815789473684211
"4048",4.90000000000001,61,0,1,0,0,0,0,1,0,0,0.84375,0.6
"2509",25.5,47.2,0,0,0,1,0,0,0,0,0,0.46875,0.63421052631579
"2314",7.40000000000001,49.1,1,0,1,0,0,0,0,0,0,0.6875,0.0842105263157895
"2070",12.1,30.5,0,0,0,1,0,0,0,0,0,0.229166666666666,0.85
"310",13.6,53.4,0,0,1,0,0,0,0,0,0,0.71875,0.434210526315789
"2748",15.5,45.8,0,0,0,1,0,0,0,0,0,0.833333333333334,0.284210526315789
"1352",9.8,40.2,1,0,1,0,0,0,0,0,0,0.75,0.45
"3492",5.59999999999999,57.1,1,1,0,0,0,0,0,0,0,0.770833333333334,0.45
"3261",4.8,50.2,1,1,0,0,0,0,0,1,0,0.1875,0.184210526315789
"15",19.6,63.6,1,0,0,1,0,0,0,0,0,0.25,0.45
"1979",9.7,62.3,1,0,1,0,0,0,0,0,0,0.34375,0.4
"1894",14.8,62.8,0,0,0,1,0,0,0,0,0,0.572916666666667,0.384210526315789
"3538",26.5,66.7,0,0,0,1,0,0,0,0,0,0.65625,0.265789473684211
"892",9.59999999999999,57.2,0,1,0,0,0,0,0,0,0,0.479166666666666,0.839473684210526
"2357",26.5,69.3,0,0,0,1,0,0,0,0,0,0.28125,0.515789473684211
"3598",23.3,63.6,1,0,0,1,0,0,0,0,0,0.239583333333333,0.681578947368421
"1903",7.5,59,0,1,0,0,0,0,0,0,0,0.927083333333334,0.55
"1505",0.299999999999997,0.5,1,0,1,0,0,0,0,1,0,0.937500000000001,0.6
"2336",13.3,72,0,0,1,0,0,0,0,0,0,0.104166666666667,0.215789473684211
"3751",10.7,66,0,0,1,0,0,0,0,0,0,0.458333333333333,0.0342105263157895
"2156",11,63.7,0,1,0,0,0,0,0,0,0,0.46875,0.831578947368421
"967",4.09999999999999,61.8,1,0,1,0,0,0,0,0,0,0.135416666666666,0.0657894736842105
"1079",12.1,44.8,0,0,0,1,0,0,0,0,0,0.697916666666667,0.265789473684211
"2255",8,35,0,0,0,1,0,0,0,0,0,0.614583333333334,0.334210526315789
"1646",6,70.2,0,0,1,0,0,0,0,0,0,0.875,0.402631578947368
"44",21.1,62.4,0,0,0,1,0,0,0,0,0,0.270833333333333,0.184210526315789
"3325",7.7,55.9,0,0,0,1,0,0,0,0,0,0.614583333333334,0.0157894736842105
"2739",6.7,35.5,1,0,0,1,0,0,0,0,0,0.958333333333333,0.25
"1026",1,54.8,1,0,1,0,0,0,0,0,0,0.8125,0.265789473684211
"2384",9.40000000000001,19,0,0,1,0,0,0,0,0,0,0.333333333333333,0.15
"2136",10.7,63.2,1,0,0,1,0,0,0,1,0,0.125,0.05
"831",9.09999999999999,53.6,1,0,0,1,0,0,0,0,0,0.822916666666667,0.05
"1695",26.5,27.1,0,0,0,1,0,0,0,1,0,0.395833333333333,0.05
"2181",19.6,69,0,0,0,1,0,0,0,0,0,0.0520833333333334,0.234210526315789
"3586",13.1,45,0,1,0,0,0,0,0,0,0,0.479166666666666,0.2
"1532",27.4,76.3,0,0,0,1,0,0,0,0,0,0.875,0.0342105263157895
"3697",27.7,54.4,0,0,0,1,0,0,0,0,0,0.572916666666667,0.1
"1440",8.2,59.1,0,0,0,1,0,0,0,0,0,0.666666666666667,0.334210526315789
"2779",14,66.1,0,0,1,0,0,0,0,0,0,0.958333333333333,0.0842105263157895
"4120",2.7,52.4,1,0,1,0,0,0,0,1,0,0.729166666666667,0.63421052631579
"532",11.4,35.6,1,0,0,1,0,0,0,0,0,0.114583333333333,0.315789473684211
"610",6.5,57.5,0,0,0,1,0,0,0,0,0,0.458333333333333,0.134210526315789
"1563",3.5,33.7,0,0,0,1,0,0,0,0,0,0.270833333333333,0.86578947368421
"1128",19.7,50.9,0,0,1,0,0,0,1,0,0,0.927083333333334,0.45
"385",3.59999999999999,45.4,1,0,1,0,0,0,1,0,0,0.385416666666666,0.0342105263157895
"650",15.4,47.1,0,0,0,1,0,0,0,0,0,0.458333333333333,0.1
"1702",4.3,48.2,0,0,1,0,0,0,0,0,0,0.614583333333334,0.315789473684211
"2433",15.4,30.9,0,0,0,1,0,0,0,0,0,0.427083333333333,0.05
"315",7.40000000000001,63.6,0,0,0,1,0,0,0,0,0,0.260416666666667,0.434210526315789
"3270",25.7,46,0,0,0,1,0,0,0,0,0,0.4375,0.2
"2302",4,65.6,1,0,0,1,0,0,0,0,0,0.947916666666667,0.184210526315789
"3388",18.4,53.8,1,0,1,0,0,0,0,0,0,0.114583333333333,0.0342105263157895
"2471",7,53.6,0,1,0,0,0,0,0,1,0,0.729166666666667,0.9
"3826",24.9,60.6,0,0,0,1,0,1,0,0,0,0.260416666666667,0.7
"3710",26.4,60,0,0,0,1,0,0,0,0,0,0.71875,0.0368421052631579
"84",7.59999999999999,45.6,0,1,0,0,0,0,0,1,0,0.5,0.465789473684211
"1415",21.6,39.5,1,0,0,1,0,0,0,0,0,0.0833333333333331,0.0842105263157895
"1986",8.3,67.8,0,0,1,0,0,0,0,0,0,0.770833333333334,0.0157894736842105
"3856",16.2,42.5,1,0,0,1,0,0,1,0,0,0.8125,0.384210526315789
"789",11.4,69.9,0,0,0,1,0,0,0,0,0,0.583333333333333,0.134210526315789
"1530",6.3,42.7,0,1,0,0,0,0,0,1,0,0.395833333333333,0.484210526315789
"2273",25.6,29.3,0,0,1,0,0,0,0,0,0,0.541666666666667,0.134210526315789
"1414",11.5,50,0,0,0,1,1,0,0,0,0,0.90625,0.1
"3387",26.4,32.9,0,0,0,1,0,0,0,0,0,0.5,0.0842105263157895
"4119",2.5,60.7,0,0,0,1,0,0,0,1,0,0.34375,0.134210526315789
"2682",8.2,24.2,0,0,0,1,0,0,0,0,0,0.291666666666667,0.1
"2672",10.2,65.6,1,0,1,0,0,0,0,0,0,0.510416666666667,0.15
"1585",18.9,47.3,0,0,0,1,0,0,0,0,0,0.489583333333333,0.0842105263157895
"1461",22.3,60.9,0,0,0,1,0,0,0,0,0,0.302083333333333,0.05
"4019",10.8,30.4,0,0,0,1,0,0,0,0,0,0.854166666666667,0.484210526315789
"3064",11.4,46,1,0,0,1,0,0,0,0,0,0.697916666666667,0.681578947368421
"1376",22.6,42.1,0,0,1,0,0,0,0,0,0,0.71875,0.61578947368421
"2032",9,39.3,0,0,0,1,0,0,0,0,0,0.260416666666667,0.165789473684211
"3924",11.7,49.1,1,0,1,0,0,0,0,0,1,0.572916666666667,0.0342105263157895
"3653",6.8,61.7,0,0,1,0,0,0,0,1,0,0.322916666666666,0.434210526315789
"1409",18.8,71.9,0,0,0,1,0,0,0,0,0,0.927083333333334,0.1
"1875",16,56.1,0,0,0,1,0,0,0,0,0,0.333333333333333,0.0157894736842105
"1624",15.6,60.1,0,0,1,0,0,0,0,0,0,0.197916666666667,0.731578947368421
"1132",2.5,29.3,0,0,0,1,0,0,0,0,0,0.84375,0.1
"1097",2.40000000000001,36.8,0,0,0,1,0,0,0,0,0,0.635416666666666,0.115789473684211
"2838",7.09999999999999,52.2,0,1,0,0,0,0,0,1,0,0.65625,0.7
"4138",27.7,46.6,0,0,1,0,0,0,0,1,0,0.96875,0.1
"1417",11.3,55.2,0,0,0,1,0,0,0,1,0,0.78125,0.534210526315789
"11",18.8,41.9,0,0,1,0,0,0,0,0,0,0.8125,0.05
"2337",27.4,53.1,0,0,1,0,0,0,0,0,0,0.3125,0.284210526315789
"954",49.6,22.3,0,0,0,1,0,0,0,0,0,0.864583333333334,0.215789473684211
"2528",9.09999999999999,46.4,1,0,0,1,0,0,0,0,0,0.833333333333334,0.465789473684211
"2040",5.5,41.9,0,0,0,1,0,0,0,0,0,0.5625,0.25
"3632",6.3,53.8,1,0,0,1,0,0,0,0,0,0.84375,0.0342105263157895
"2846",10.8,40.5,0,0,0,1,0,0,0,0,0,0.15625,0.234210526315789
"2483",15.3,40.9,1,0,0,1,0,0,0,1,0,0.729166666666667,0.35
"2064",14,51.8,0,0,0,1,0,0,0,0,0,0.458333333333333,0.234210526315789
"2588",10.6,62,1,1,0,0,0,0,0,1,0,0.635416666666666,0.234210526315789
"3457",10.5,50.4,0,0,1,0,0,0,0,0,0,0.520833333333334,0.0842105263157895
"2020",12.6,40.4,0,0,1,0,0,0,1,0,0,0.322916666666666,0.86578947368421
"3790",7.5,46.9,1,0,1,0,0,0,0,0,0,0.65625,0.45
"3519",11.5,69.7,0,0,0,1,0,0,0,0,0,0.635416666666666,0.134210526315789
"486",4,71.3,0,0,1,0,0,0,0,0,0,0.625,0.215789473684211
"3381",14.4,34.2,0,0,0,1,0,0,0,0,0,0.697916666666667,0.484210526315789
"737",14.1,49.3,0,0,0,1,0,0,0,0,0,0.65625,0.484210526315789
"1540",5,31.6,0,0,0,1,0,0,0,0,0,0.5,0.25
"734",25.1,49.1,0,0,0,1,0,0,0,0,0,0.65625,0.0657894736842105
"2201",14.8,32.1,0,0,0,1,0,0,0,0,0,0.447916666666667,0.2
"1815",23.2,46.4,1,0,1,0,0,0,0,0,0,0.916666666666667,0.63421052631579
